Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[disease]	Characteristics[genotype]	Characteristics[developmental stage]	Characteristics[progenitor cell type]	Characteristics[cell type]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_STRAND]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[stimulus]	Factor Value[sampling time point]	Unit[time unit]
SM22	ERS2599924	SAMEA4779979	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM22	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM22_S22	group 16	sequencing assay	ERX2700456	SM22_S22_R1_001.fastq.gz	SM22_S22_R1_001.fastq.gz	ERR2685896	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685896/ERR2685896.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	2	hour
SM23	ERS2599925	SAMEA4779980	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM23	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM23_2_S23	group 17	sequencing assay	ERX2700457	SM23_2_S23_R1_001.fastq.gz	SM23_2_S23_R1_001.fastq.gz	ERR2685897	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685897/ERR2685897.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	2	hour
SM23	ERS2599925	SAMEA4779980	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM23	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM23_3_S23	group 17	sequencing assay	ERX2700457	SM23_3_S23_R1_001.fastq.gz	SM23_3_S23_R1_001.fastq.gz	ERR2685898	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685898/ERR2685898.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	2	hour
SM23	ERS2599925	SAMEA4779980	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM23	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM23_4_S23	group 17	sequencing assay	ERX2700457	SM23_4_S23_R1_001.fastq.gz	SM23_4_S23_R1_001.fastq.gz	ERR2685899	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685899/ERR2685899.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	2	hour
SM23	ERS2599925	SAMEA4779980	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM23	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM23_S23	group 17	sequencing assay	ERX2700457	SM23_S23_R1_001.fastq.gz	SM23_S23_R1_001.fastq.gz	ERR2685900	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685900/ERR2685900.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	2	hour
SM24	ERS2599926	SAMEA4779981	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM24	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM24_2_S24	group 18	sequencing assay	ERX2700458	SM24_2_S24_R1_001.fastq.gz	SM24_2_S24_R1_001.fastq.gz	ERR2685901	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685901/ERR2685901.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	2	hour
SM24	ERS2599926	SAMEA4779981	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM24	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM24_3_S24	group 18	sequencing assay	ERX2700458	SM24_3_S24_R1_001.fastq.gz	SM24_3_S24_R1_001.fastq.gz	ERR2685902	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685902/ERR2685902.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	2	hour
SM24	ERS2599926	SAMEA4779981	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM24	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM24_4_S24	group 18	sequencing assay	ERX2700458	SM24_4_S24_R1_001.fastq.gz	SM24_4_S24_R1_001.fastq.gz	ERR2685903	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685903/ERR2685903.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	2	hour
SM24	ERS2599926	SAMEA4779981	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM24	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM24_S24	group 18	sequencing assay	ERX2700458	SM24_S24_R1_001.fastq.gz	SM24_S24_R1_001.fastq.gz	ERR2685904	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685904/ERR2685904.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	2	hour
SM46	ERS2599927	SAMEA4779982	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM46	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM46_2_S46	group 19	sequencing assay	ERX2700459	SM46_2_S46_R1_001.fastq.gz	SM46_2_S46_R1_001.fastq.gz	ERR2685905	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685905/ERR2685905.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM46	ERS2599927	SAMEA4779982	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM46	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM46_3_S46	group 19	sequencing assay	ERX2700459	SM46_3_S46_R1_001.fastq.gz	SM46_3_S46_R1_001.fastq.gz	ERR2685906	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685906/ERR2685906.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM46	ERS2599927	SAMEA4779982	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM46	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM46_4_S46	group 19	sequencing assay	ERX2700459	SM46_4_S46_R1_001.fastq.gz	SM46_4_S46_R1_001.fastq.gz	ERR2685907	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685907/ERR2685907.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM46	ERS2599927	SAMEA4779982	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM46	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM46_S46	group 19	sequencing assay	ERX2700459	SM46_S46_R1_001.fastq.gz	SM46_S46_R1_001.fastq.gz	ERR2685908	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685908/ERR2685908.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM47	ERS2599928	SAMEA4779983	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM47	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM47_2_S47	group 20	sequencing assay	ERX2700460	SM47_2_S47_R1_001.fastq.gz	SM47_2_S47_R1_001.fastq.gz	ERR2685909	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685909/ERR2685909.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM47	ERS2599928	SAMEA4779983	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM47	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM47_3_S47	group 20	sequencing assay	ERX2700460	SM47_3_S47_R1_001.fastq.gz	SM47_3_S47_R1_001.fastq.gz	ERR2685910	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685910/ERR2685910.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM47	ERS2599928	SAMEA4779983	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM47	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM47_4_S47	group 20	sequencing assay	ERX2700460	SM47_4_S47_R1_001.fastq.gz	SM47_4_S47_R1_001.fastq.gz	ERR2685911	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685911/ERR2685911.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM47	ERS2599928	SAMEA4779983	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM47	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM47_S47	group 20	sequencing assay	ERX2700460	SM47_S47_R1_001.fastq.gz	SM47_S47_R1_001.fastq.gz	ERR2685912	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685912/ERR2685912.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM48	ERS2599929	SAMEA4779984	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM48	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM48_2_S48	group 21	sequencing assay	ERX2700461	SM48_2_S48_R1_001.fastq.gz	SM48_2_S48_R1_001.fastq.gz	ERR2685913	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685913/ERR2685913.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM48	ERS2599929	SAMEA4779984	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM48	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM48_3_S48	group 21	sequencing assay	ERX2700461	SM48_3_S48_R1_001.fastq.gz	SM48_3_S48_R1_001.fastq.gz	ERR2685914	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685914/ERR2685914.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM48	ERS2599929	SAMEA4779984	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM48	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM48_4_S48	group 21	sequencing assay	ERX2700461	SM48_4_S48_R1_001.fastq.gz	SM48_4_S48_R1_001.fastq.gz	ERR2685915	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685915/ERR2685915.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM48	ERS2599929	SAMEA4779984	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM48	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM48_S48	group 21	sequencing assay	ERX2700461	SM48_S48_R1_001.fastq.gz	SM48_S48_R1_001.fastq.gz	ERR2685916	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685916/ERR2685916.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	24	hour
SM10	ERS2599930	SAMEA4779985	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM10	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM10_2_S10	group 22	sequencing assay	ERX2700462	SM10_2_S10_R1_001.fastq.gz	SM10_2_S10_R1_001.fastq.gz	ERR2685917	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685917/ERR2685917.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM10	ERS2599930	SAMEA4779985	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM10	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM10_3_S10	group 22	sequencing assay	ERX2700462	SM10_3_S10_R1_001.fastq.gz	SM10_3_S10_R1_001.fastq.gz	ERR2685918	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685918/ERR2685918.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM10	ERS2599930	SAMEA4779985	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM10	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM10_4_S10	group 22	sequencing assay	ERX2700462	SM10_4_S10_R1_001.fastq.gz	SM10_4_S10_R1_001.fastq.gz	ERR2685919	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/009/ERR2685919/ERR2685919.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM10	ERS2599930	SAMEA4779985	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM10	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM10_S10	group 22	sequencing assay	ERX2700462	SM10_S10_R1_001.fastq.gz	SM10_S10_R1_001.fastq.gz	ERR2685920	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2685920/ERR2685920.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM11	ERS2599931	SAMEA4779986	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM11	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM11_2_S11	group 23	sequencing assay	ERX2700463	SM11_2_S11_R1_001.fastq.gz	SM11_2_S11_R1_001.fastq.gz	ERR2685921	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/001/ERR2685921/ERR2685921.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM11	ERS2599931	SAMEA4779986	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM11	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM11_3_S11	group 23	sequencing assay	ERX2700463	SM11_3_S11_R1_001.fastq.gz	SM11_3_S11_R1_001.fastq.gz	ERR2685922	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/002/ERR2685922/ERR2685922.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM11	ERS2599931	SAMEA4779986	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM11	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM11_4_S11	group 23	sequencing assay	ERX2700463	SM11_4_S11_R1_001.fastq.gz	SM11_4_S11_R1_001.fastq.gz	ERR2685923	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/003/ERR2685923/ERR2685923.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM11	ERS2599931	SAMEA4779986	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM11	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM11_S11	group 23	sequencing assay	ERX2700463	SM11_S11_R1_001.fastq.gz	SM11_S11_R1_001.fastq.gz	ERR2685924	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/004/ERR2685924/ERR2685924.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM12	ERS2599932	SAMEA4779987	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM12	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM12_2_S12	group 24	sequencing assay	ERX2700464	SM12_2_S12_R1_001.fastq.gz	SM12_2_S12_R1_001.fastq.gz	ERR2685925	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/005/ERR2685925/ERR2685925.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM12	ERS2599932	SAMEA4779987	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM12	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM12_3_S12	group 24	sequencing assay	ERX2700464	SM12_3_S12_R1_001.fastq.gz	SM12_3_S12_R1_001.fastq.gz	ERR2685926	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/006/ERR2685926/ERR2685926.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM12	ERS2599932	SAMEA4779987	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM12	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM12_4_S12	group 24	sequencing assay	ERX2700464	SM12_4_S12_R1_001.fastq.gz	SM12_4_S12_R1_001.fastq.gz	ERR2685927	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/007/ERR2685927/ERR2685927.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
SM12	ERS2599932	SAMEA4779987	Homo sapiens	H9	normal	wild type genotype	embryo	embryonic stem cell	neuron	cell	P-MTAB-76660	P-MTAB-76661	P-MTAB-76655	P-MTAB-76656	P-MTAB-76657	SM12	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	RNA-Seq	first strand	P-MTAB-76658	Cardiff University Genomic Hub	SM12_S12	group 24	sequencing assay	ERX2700464	SM12_S12_R1_001.fastq.gz	SM12_S12_R1_001.fastq.gz	ERR2685928	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/008/ERR2685928/ERR2685928.fastq.gz	P-MTAB-76659	raw_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6975/E-MTAB-6975.processed.1.zip	none	0.5	hour
